appln_id;earliest_filing_year;person_ctry_code;cpc_class_symbol;nace2_code;appln_title;appln_abstract
48332311;1992;"US";"G06N   3/049";"26.2";"Method for operating a neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
48332311;1992;"US";"G06N   3/047";"26.2";"Method for operating a neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
53779347;1990;"US";"G06N   3/048";"26.2";"Operational speed improvement for neural network";"Higher operational speed is obtained without sacrificing computational accuracy and reliability in a neural network by interchanging a computationally complex nonlinear function with a similar but less complex nonlinear function in each neuron or computational element after each neuron of the network has been trained by an appropriate training algorithm for the classifying problem addressed by the neural network. In one exemplary embodiment, a hyperbolic tangent function is replaced by a piecewise linear threshold logic function."
46469565;1992;"JP";"Y10S 706/925";"26.2";"Economic phenomenon predicting and analyzing system using neural network";"An economic phenomenon predicting and/or analyzing system using a neural network. In the disclosed system, time series data indicating economic phenomena are input to preparation modules, and moving-average values and their differences are generated. One of the preparation modules performs a predetermined process over the time series data indicating an economic phenomenon, i.e. the change of TOPIX, to remove trends. A pattern sorter sorts the trend-free data into a certain number of groups. Average values of various time series data, their differences and the result of pattern sorting are input to input layer neurons of the network. The network is provided in advance with learning information of the change of TOPIX in the past. The output of the output layer neurons will be a value of prediction of the change of TOPIX. For the output of hidden layer neurons, principal components are obtained by principal analysis modules. A correlation analysis module obtains a distribution of frequency of principal component rankings and analyzes the correlation between the explanation variants and the output of the neural network based on the obtained distribution of frequency."
52886028;1990;"JP";"Y10S 706/902";"26.2";"Fuzzy backward reasoning device";"A sequential type Fuzzy backward reasoning device is disclosed, which is capable of performing computation progressively every time a feature quantity is observed to update reasoning, and of performing the reasoning even if the order of observations is arbitrary, by providing means for performing the sequential reasoning instead of batch type reasoning means, and feedback means for feeding back a reasoned result. Additionally, a target recognition device is disclosed, which is capable of computing the reliability of a recognized result on a target and outputting the same as a numerical value, by obtaining another recognition information even if there is not obtained any information concerning the target, using said sequential type Fuzzy backward reasoning device."
54229702;1992;"US";"G06N   3/049";"26.2";"Method for operating a neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
54229702;1992;"US";"G06N   3/047";"26.2";"Method for operating a neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
48312465;1991;"US";"G06N   3/047";"26.2";"Method and apparatus for pattern mapping system with self-reliability check";"A pattern mapping system provides indication of reliability of pattern or category selection indicated by output nodes. The indication of reliability includes a quantitative indication of error in the output and an indication when training is insufficient for the system to respond to the input pattern accurately. The error indication is based on error in the outputs produced by the system as trained in response to given inputs, and accuracy of fit of training data to the output. The insufficiency of the mapping system as trained is determined according to training data density local to the subject input pattern."
48448421;1991;"CA";"G05B  13/0275";"26.2";"Fuzzy logic controller";"This invention relates to a design and implementation of real-time knowledge-based fuzzy controller system for general purpose industrial applications. The invention relates to the design of an Intelligent system which implements a decision-making procedure based on approximation, association and reasoning with fuzzy patterns and their clearness assessments rather than the use of Max-Min computation over fuzzy relational matrices usually applied in approximate reasoning procedures in similar systems. According to this design fuzzy controller is a device which operates at the level of fuzzy pattern processing where each control task is expressed through the attributes of fuzzy patterns (syntax and content, domain and clearness measure), and the elementary cognitive activities which the human performs with these patterns such as: recognition, generation, assessment, association, pattern matching, approximation, etc. The fuzzy controller utilizes a new scheme for approximate reasoning with fuzzy patterns called the Clearness Transformation Rule of Inference (CTRI). This mechanism offers a spectrum of advantages broadening the functional Intelligence of the controller to handle complex human rusks, improving performance and accuracy of the controller and reduces the computational requirements. The fuzzy controller presented in the invention can be applied in general engineering practice, financial, medical, process control, pattern recognition and other areas requiring knowledge-based behaviour in decision making."
46370286;1990;"JP";"Y10S 706/90";"26.2";"Approximate reasoning apparatus";"An approximate reasoning apparatus converts input data into a degree of membership by a membership function, obtains an information quantity for each of a number of factors using the degree of membership, and obtains the possibility of a conclusion using the degree of membership and the information quantities. As a result, the accuracy of an information quantity which prevails at the moment data is entered is taken into consideration to obtain results of reasoning having a high identification capability. Further, a static information quantity of each factor is calculated, the clarity of each factor is obtained from the static information quantity, the clarity of a factor for which data has been entered is calculated from the clarity of each factor, and the finally calculated clarity is displayed as clarity regarding results of reasoning. This makes it possible to judge the reliability of the results of reasoning from the displayed clarity."
46469565;1992;"JP";"G06N   3/049";"26.2";"Economic phenomenon predicting and analyzing system using neural network";"An economic phenomenon predicting and/or analyzing system using a neural network. In the disclosed system, time series data indicating economic phenomena are input to preparation modules, and moving-average values and their differences are generated. One of the preparation modules performs a predetermined process over the time series data indicating an economic phenomenon, i.e. the change of TOPIX, to remove trends. A pattern sorter sorts the trend-free data into a certain number of groups. Average values of various time series data, their differences and the result of pattern sorting are input to input layer neurons of the network. The network is provided in advance with learning information of the change of TOPIX in the past. The output of the output layer neurons will be a value of prediction of the change of TOPIX. For the output of hidden layer neurons, principal components are obtained by principal analysis modules. A correlation analysis module obtains a distribution of frequency of principal component rankings and analyzes the correlation between the explanation variants and the output of the neural network based on the obtained distribution of frequency."
53569173;1990;"FR";"G05D   1/0077";"26.2";"Method and system for ensuring the reliability of data used to pilot an aircraft";"The disclosure relates to systems for piloting aircraft. Equations of the movements of the aircraft are used for computing, in a computer, of the first and second derivatives parameters Vp, PHI v, sigma a, beta v, alpha , PHI v, sigma a, beta v, of the parameters Vp, PHI v, sigma a, beta v, alpha of the movement of the aircraft, and the values thus computed are compared with those computed by means of the values of said parameters Vp, PHI v, sigma a, beta v, alpha at the instants t, (t+dt) and (t+2dt). An alarm signal (circuit 23) is generated if equality is not verified to a given precision."
53029598;1992;"US";"G06N   3/047";"26.2";"Method for operating a neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
52630370;1990;"JP";"Y10S 706/90";"26.2";"Fuzzy inference device";"A fuzzy inference method which improves reliability of an inference result by obtaining a variance which is a statistical value. The variance considers not only the value of a membership function derived from performing maximum operation (logical AND) but also a position of the function. These values are added and, according to this result, any inconsistency in fuzzy rules is detected."
53119996;1990;"JP";"G05B  13/0275";"26.2";"Fuzzy inference device";"The knowledge of an expert user expressing the relationships between phenomena and a conclusion (a rule) is stored prior to the use of the device. Input data are applied to this knowledge in order to make an inference. The possibility of the conclusion is calculated, and the clearness of each phenomenon relative to the possibility of each conclusion is determined by the fuzzy inference device. The phenomena related to a single conclusion which have low static information amount or clearness are selectively eliminated. In this way the rule can be adjusted, the processing time can be reduced, and the reliability of the conclusion can be improved. In second and third embodiments of the invention, the knowledge of an expert user expressing the relationships between phenomena and conclusions (rules) is stored prior to the use of the device. Inferences are made by applying input data to this knowledge. The possibilities of conclusions are calculated; the clearness of each phenomenon relative to the calculated possibility of each conclusion is determined; and the summed clearness of each conclusion is calculated by the fuzzy inference device. Guidance is provided to select which phenomena to input in order to maximize the sum of the clearnesses. The phenomena data selected by this guidance system can be input by a human or by an automatic means."
50637554;1990;"US";"G06N   3/045";"26.2";"Automatic train operation apparatus incorporating security function with improved reliability";"An automatic train operation apparatus capable of realizing an optimal train operation with an improved reliability. The apparatus includes: an ATO/C system including a plurality of ATO/C units redundantly provided, each ATO/C unit having a fail safe configuration formed by a plurality of execution processors and a supervisor processor for monitoring normal operations of the execution processors, each execution processor being capable of executing an automatic train operation program, and all of the execution processors in the plurality of ATO/C units executing an identical automatic train operation program simultaneously; and a majority logic circuit for selecting an output obtained by a majority of the execution processors in the ATO/C units of the ATO/C system as a control command output for controlling a train operation. Each execution processor in the ATO/C system operates as a neural network with a learning function."
51607646;1992;"US";"G06N   3/047";"26.2";"Method and apparatus for operating neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
52886028;1990;"JP";"Y10S 706/90";"26.2";"Fuzzy backward reasoning device";"A sequential type Fuzzy backward reasoning device is disclosed, which is capable of performing computation progressively every time a feature quantity is observed to update reasoning, and of performing the reasoning even if the order of observations is arbitrary, by providing means for performing the sequential reasoning instead of batch type reasoning means, and feedback means for feeding back a reasoned result. Additionally, a target recognition device is disclosed, which is capable of computing the reliability of a recognized result on a target and outputting the same as a numerical value, by obtaining another recognition information even if there is not obtained any information concerning the target, using said sequential type Fuzzy backward reasoning device."
51607646;1992;"US";"G06N   3/049";"26.2";"Method and apparatus for operating neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
53119996;1990;"JP";"Y10S 706/90";"26.2";"Fuzzy inference device";"The knowledge of an expert user expressing the relationships between phenomena and a conclusion (a rule) is stored prior to the use of the device. Input data are applied to this knowledge in order to make an inference. The possibility of the conclusion is calculated, and the clearness of each phenomenon relative to the possibility of each conclusion is determined by the fuzzy inference device. The phenomena related to a single conclusion which have low static information amount or clearness are selectively eliminated. In this way the rule can be adjusted, the processing time can be reduced, and the reliability of the conclusion can be improved. In second and third embodiments of the invention, the knowledge of an expert user expressing the relationships between phenomena and conclusions (rules) is stored prior to the use of the device. Inferences are made by applying input data to this knowledge. The possibilities of conclusions are calculated; the clearness of each phenomenon relative to the calculated possibility of each conclusion is determined; and the summed clearness of each conclusion is calculated by the fuzzy inference device. Guidance is provided to select which phenomena to input in order to maximize the sum of the clearnesses. The phenomena data selected by this guidance system can be input by a human or by an automatic means."
527800472;1991;"US";"G06N   3/084";"26.2";"Ergonomic man-machine interface incorporating adaptive pattern recognition based control system";"An adaptive interface for a programmable system, for predicting a desired user function, based on user history, as well as machine internal status and context. The apparatus receives an input from the user and other data. A predicted input is presented for confirmation by the user, and the predictive mechanism is updated based on this feedback. Also provided is a pattern recognition system for a multimedia device, wherein a user input is matched to a video stream on a conceptual basis, allowing inexact programming of a multimedia device. The system analyzes a data stream for correspondence with a data pattern for processing and storage. The data stream is subjected to adaptive pattern recognition to extract features of interest to provide a highly compressed representation which may be efficiently processed to determine correspondence. Applications of the interface and system include a VCR, medical device, vehicle control system, audio device, environmental control system, securities trading terminal, and smart house. The system optionally includes an actuator for effecting the environment of operation, allowing closed-loop feedback operation and automated learning."
53029598;1992;"US";"G06N   3/049";"26.2";"Method for operating a neural network with missing and/or incomplete data";"A neural network system is provided that models the system in a system model (12) with the output thereof providing a predicted output. This predicted output is modified or controlled by an output control (14). Input data is processed in a data preprocess step (10) to reconcile the data for input to the system model (12). Additionally, the error resulted from the reconciliation is input to an uncertainty model to predict the uncertainty in the predicted output. This is input to a decision processor (20) which is utilized to control the output control (14). The output control (14) is controlled to either vary the predicted output or to inhibit the predicted output whenever the output of the uncertainty model (18) exceeds a predetermined decision threshold, input by a decision threshold block (22). Additionally, a validity model (16) is also provided which represents the reliability or validity of the output as a function of the number of data points in a given data region during training of the system model (12). This predicts the confidence in the predicted output which is also input to the decision processor (20). The decision processor (20) therefore bases its decision on the predicted confidence and the predicted uncertainty. Additionally, the uncertainty output by the data preprocess block (10) can be utilized to train the system model (12)."
48321723;1990;"JP";"H04L  45/08";"26.3";"Routing system using a neural network";"A routing system in a multimedia integrated network formed of nodes connected by links is provided for transmitting various media such as voice, image and data in a packet format. The respective nodes forming the integrated network output the packets in an optimum output direction so that conditions required by various media and reliability of communication are satisfied. Each node includes an interconnection type neural network for determining the packet output direction. An external stimulus input unit outputs an external stimulus to the neurons in the neural network in response to a present state of the integrated network, such as a packet delay time and a packet loss ratio for respective links, and a condition required by the media such as an allowable packet loss ratio. Therefore, the packet is output in an optimum direction which is adaptive to the present state of the integrated network and which satisfies a condition required by the media."
527800472;1991;"US";"G06N   3/084";"26.3";"Ergonomic man-machine interface incorporating adaptive pattern recognition based control system";"An adaptive interface for a programmable system, for predicting a desired user function, based on user history, as well as machine internal status and context. The apparatus receives an input from the user and other data. A predicted input is presented for confirmation by the user, and the predictive mechanism is updated based on this feedback. Also provided is a pattern recognition system for a multimedia device, wherein a user input is matched to a video stream on a conceptual basis, allowing inexact programming of a multimedia device. The system analyzes a data stream for correspondence with a data pattern for processing and storage. The data stream is subjected to adaptive pattern recognition to extract features of interest to provide a highly compressed representation which may be efficiently processed to determine correspondence. Applications of the interface and system include a VCR, medical device, vehicle control system, audio device, environmental control system, securities trading terminal, and smart house. The system optionally includes an actuator for effecting the environment of operation, allowing closed-loop feedback operation and automated learning."
50878611;1990;"US";"G10L  15/04";"26.5";"Methods and apparatus for improving the reliability of recognizing words in a large database when the words are spelled or spoken";"A method and apparatus for identifying any one of a plurality of words, each word having an audible form represented by a sequence of spoken speech elements, with each speech element having a respective position in the sequence, which involves: receiving spoken speech elements of a word and interpreting each received speech element, wherein each spoken speech element alpha may be interpreted as any one of a plurality of different speech elements beta , one of the speech elements beta being the same as speech element alpha ; assigning to each of the possible speech elements a respective plurality of probabilities, P alpha beta , that the speech element will be interpreted as a speech element beta when a speech element alpha has been spoken; storing data representing each word, the data for each word including identification of each speech element in the word and identification of the respective position of each speech element in the sequence of speech elements representing the word; receiving a sequence of speech elements spoken by a person and representing one of the stored words, and interpreting each speech element of the spoken word and the position of each speech element in the sequence of spoken speech elements; and comparing the interpreted speech elements with stored data representing each word of the plurality of words and performing a computation, using the probability, P alpha beta , associated with each interpreted speech element beta to identify the word whose speech elements correspond most closely to interpreted speech elements."
